Title,Latitude,Longitude,Region,Country,Zone Type,Zone Specialization,Management Type,Management Company,SEZ Framework,Nearest Airport,Nearest Airport Distance (km),airportlat,airportlong,Capital City,Capital City Distance (km),capitallat,capitallong,Nearest Port,Nearest Port Distance (km),Note,URL,Populous City,Populous City Distance (km),portlat,portlong,Size (Hectares),size_class,Source,Status,ID,Created,Created By,Modified,Modified By
"Sinō­iju International Economic Zone","40.080769","124.448825","East Asia","North Korea","Export Processing Zone","N/A","Public","Ministry of External Economic Relations","Labour Regulations for Foreign-Funded Enterprises in FETZ (Adopted as decision NO.8 of the Administration Council of the DPRK dated on December 3, 1993) The Law of the Democratic People's Republic of Korea on the Rason Economic and Trade Zone; North Korea","Dandong Airport","15.2","40.0247","124.286003","Pyongyang","162.9","39.0194","125.7547","Dandong","7.4",,"https://www.38north.org/reports/2015/11/nk-sez-plans-vs-progress/section-2/","Sinuiju","2.4","40.10293","124.3663","13200","7",,"Active","3004","4/24/2021 7:02","fergal hourigan","11/19/2021 9:06","fergal hourigan"
"Rason Special Economic Zone","42.256923","130.29774","East Asia","North Korea","Export Processing Zone","N/A","Public","Ministry of External Economic Relations","Labour Regulations for Foreign-Funded Enterprises in FETZ (Adopted as decision NO.8 of the Administration Council of the DPRK dated on December 3, 1993) The Law of the Democratic People’s Republic of Korea on the Rason Economic and Trade Zone; North Korea","Orang Airport","106.8","41.428538","129.647555","Pyongyang","526.3","39.0194","125.7547","Posyet","61.3","Known earlier as the Rajin-Sonbong Economic Special Zone","https://www.koreakonsult.com/Attraction_Rason_eng.html","Rajin","1.2","42.65433","130.8147","74600","7",,"Active","3005","4/24/2021 7:02","fergal hourigan","11/19/2021 9:06","fergal hourigan"
"Pukchong Agricultural Development Zone","40.2431817","128.2965134","East Asia","North Korea","Specialized Zone","Agriculture","Public","Ministry of External Economic Relations","Labour Regulations for Foreign-Funded Enterprises in FETZ (Adopted as decision NO.8 of the Administration Council of the DPRK dated on December 3, 1993) The Law of the Democratic People's Republic of Korea on the Rason Economic and Trade Zone; North Korea","Sondok Airport","89.4","39.745201","127.473999","Pyongyang","257","39.0194","125.7547","Hungnam","73.7","https://www.jstor.org/stable/pdf/resrep11155.3.pdf","https://www.nkeconwatch.com/category/economic-reform/special-economic-zones-2/economic-development-zones-2013/south-hamgyong-provincial-pukchong-agricultural-development-zone/","P’ungsan","65","39.83333","127.61667","300","5",,"Active","3006","4/24/2021 7:02","fergal hourigan","11/19/2021 9:06","fergal hourigan"
"Sukchon Agricultural Development Zone","39.4114","125.6181","East Asia","North Korea","Specialized Zone","Agriculture","Public","Ministry of External Economic Relations","Labour Regulations for Foreign-Funded Enterprises in FETZ (Adopted as decision NO.8 of the Administration Council of the DPRK dated on December 3, 1993) The Law of the Democratic People’s Republic of Korea on the Rason Economic and Trade Zone; North Korea","Pyongyang Sunan International Airport","21.3","39.224098","125.669998","Pyongyang","45.2","39.0194","125.7547","Nampo","75",,"https://www.nkeconwatch.com/category/economic-reform/special-economic-zones-2/economic-development-zones-2014/sukchon-agricultural-development-zone/","Sil-li","15.8","38.75233","125.4391","300","5",,"Active","3007","4/24/2021 7:02","fergal hourigan","11/19/2021 9:06","fergal hourigan"
"Unjong Science and Technology Development Zone","39.039227","125.761866","East Asia","North Korea","Specialized Zone","Tech","Public","Academy of Sciences of the Democratic People's Republic of Korea","Labour Regulations for Foreign-Funded Enterprises in FETZ (Adopted as decision NO.8 of the Administration Council of the DPRK dated on December 3, 1993) The Law of the Democratic People’s Republic of Korea on the Rason Economic and Trade Zone; North Korea","Pyongyang Sunan International Airport","22.1","39.224098","125.669998","Pyongyang","2.3","39.0194","125.7547","Nampo","42.5","Unjong is the only SEZ located within Pyongyang city limits, sitting on the border of Pyongsong City. In July 2014, Unjong was designated a Special Economic Zone.The Unjong High-Tech Company has the stated purpose of Ã¢â‚¬Å“commercializing technology.Ã¢â‚¬Â","N/A","Pyongyang","2.3","38.75233","125.4391","300","5",,"Active","3008","4/24/2021 7:02","fergal hourigan","11/19/2021 9:06","fergal hourigan"
"Chongsu Tourist Development Zone","40.2700041","124.7278113","East Asia","North Korea","Specialized Zone","Tourism","Public","Ministry of External Economic Relations","Labour Regulations for Foreign-Funded Enterprises in FETZ (Adopted as decision NO.8 of the Administration Council of the DPRK dated on December 3, 1993) The Law of the Democratic People’s Republic of Korea on the Rason Economic and Trade Zone; North Korea","Dandong Airport","46.5","40.0247","124.286003","Pyongyang","164.7","39.0194","125.7547","Dandong","35.9",,"https://www.nkeconwatch.com/category/economic-reform/special-economic-zones-2/economic-development-zones-2014/chongsu-tourist-development-zone/","Sinuiju","33.2","40.10293","124.3663","140","5",,"Active","3009","4/24/2021 7:02","fergal hourigan","11/19/2021 9:06","fergal hourigan"
"Onsōng Island Tourist Development Zone","42.9525","129.9925","East Asia","North Korea","Specialized Zone","Tourism","Public","Ministry of External Economic Relations","Labour Regulations for Foreign-Funded Enterprises in FETZ (Adopted as decision NO.8 of the Administration Council of the DPRK dated on December 3, 1993) The Law of the Democratic People's Republic of Korea on the Rason Economic and Trade Zone; North Korea","Yanji Chaoyangchuan Airport","44.8","42.8828011","129.451004","Pyongyang","564.2","39.0194","125.7547","Posyet","74.9",,"https://www.nkeconwatch.com/category/economic-reform/special-economic-zones-2/economic-development-zones-2013/north-hamgyong-provincial-onsong-island-tourist-development-zone/","Tumen","14.2","42.65433","130.8147","170","5",,"Active","3010","4/24/2021 7:02","fergal hourigan","11/19/2021 9:06","fergal hourigan"
"Amnok River Economic Develpment Zone","39.6300041","125.9578113","East Asia","North Korea","Specialized Zone","Tourism","Public","Ministry of External Economic Relations","Labour Regulations for Foreign-Funded Enterprises in FETZ (Adopted as decision NO.8 of the Administration Council of the DPRK dated on December 3, 1993) The Law of the Democratic People's Republic of Korea on the Rason Economic and Trade Zone; North Korea","Pyongyang Sunan International Airport","51.5","39.224098","125.669998","Pyongyang","70.2","39.0194","125.7547","Nampo","107.5",,"https://www.nkeconwatch.com/category/economic-reform/special-economic-zones-2/economic-development-zones-2013/north-phyongan-provincial-amnokgang-economic-development-zone/","Sunch’on","23","38.75233","125.4391","660","5",,"Active","3011","4/24/2021 7:02","fergal hourigan","11/19/2021 9:06","fergal hourigan"
"Sinp'yōng Tourist Development Zone","38.8562433","126.6948187","East Asia","North Korea","Specialized Zone","Tourism","Public","Ministry of External Economic Relations","Labour Regulations for Foreign-Funded Enterprises in FETZ (Adopted as decision NO.8 of the Administration Council of the DPRK dated on December 3, 1993) The Law of the Democratic People's Republic of Korea on the Rason Economic and Trade Zone; North Korea","Wonsan Kalma International Airport","76.7","39.166801","127.486","Pyongyang","83.4","39.0194","125.7547","Wonsan","72.7",,"http://61.161.232.163/contents/foreign/englishinserted/2017/08/foreign_englishinserted_2017-08-03_1.htm","P’yongsan","63.8","39.16793","127.4331","810","5",,"Active","3012","4/24/2021 7:02","fergal hourigan","11/19/2021 9:06","fergal hourigan"
"Mubong Special Zone for International Tourism","39.1166741","125.2978113","East Asia","North Korea","Specialized Zone","Tourism","Public","Ministry of External Economic Relations","Labour Regulations for Foreign-Funded Enterprises in FETZ (Adopted as decision NO.8 of the Administration Council of the DPRK dated on December 3, 1993) The Law of the Democratic People's Republic of Korea on the Rason Economic and Trade Zone; North Korea","Pyongyang Sunan International Airport","34.3","39.224098","125.669998","Pyongyang","40.9","39.0194","125.7547","Nampo","42.4",,"https://www.nkeconwatch.com/2015/04/23/dprk-announces-mubong-special-zone-for-international-tour-sic/","Namp’o","41.2","38.75233","125.4391","2000","6",,"Active","3013","4/24/2021 7:02","fergal hourigan","11/19/2021 9:06","fergal hourigan"
"Wōnsan-Mount Kumgang Tourist Zone","39.1552009","127.4069962","East Asia","North Korea","Specialized Zone","Tourism","Public","Wonsan Zone Development Corporation of DPRK","Labour Regulations for Foreign-Funded Enterprises in FETZ (Adopted as decision NO.8 of the Administration Council of the DPRK dated on December 3, 1993) The Law of the Democratic People's Republic of Korea on the Rason Economic and Trade Zone; North Korea","Wonsan Kalma International Airport","6.9","39.166801","127.486","Pyongyang","143.6","39.0194","125.7547","Wonsan","2.7",,"https://www.nkeconwatch.com/category/economic-reform/special-economic-zones-2/economic-development-zones-2013/wonsan-mt-kumgang-international-tourist-zone/","Wonsan","2.1","39.16793","127.4331","53000","7",,"Inactive","3014","4/24/2021 7:02","fergal hourigan","11/19/2021 9:06","fergal hourigan"
"Manpo Economic Development Zone","41.1552274","126.28886","East Asia","North Korea","Specialized Zone","Tourism","Public","Ministry of External Economic Relations","Labour Regulations for Foreign-Funded Enterprises in FETZ (Adopted as decision NO.8 of the Administration Council of the DPRK dated on December 3, 1993) The Law of the Democratic People's Republic of Korea on the Rason Economic and Trade Zone; North Korea","Tonghua Sanyuanpu Airport","131.6","42.2538889","125.7033333","Pyongyang","242.1","39.0194","125.7547","Hungnam","185.2","https://terms.naver.com/entry.nhn?docId=1091500&cid=40942&categoryId=39802,","https://www.38north.org/2019/05/tclement050319/","Manp’o","1.2","39.83333","127.61667","67237","7",,"Active","3015","4/24/2021 7:02","fergal hourigan","11/19/2021 9:06","fergal hourigan"
"Duqm Special Economic Zone","19.660022","57.716656","Middle East","Oman","Charter City","N/A","Public","Duqm Special Economic Zone Authority","The Royal Decree 56/2005, Royal Decree Number (79/2013)","Duqm International Airport","19.6","19.501944","57.634167","Masqat","442.1","23.5857066","58.3627465","Duqm","0.4",,"https://www.duqm.gov.om/","Dawwah","165","19.6623","57.71325","200000","8",,"Active","3016","4/24/2021 7:02","fergal hourigan","11/19/2021 9:06","fergal hourigan"
"Knowledge Oasis Muscat","23.56696","58.169459","Middle East","Oman","Free Trade Zone","N/A","Public","Public Establishment for Industrial Estates","The Royal Decree 56/2003","Muscat International Airport","12.1","23.5932999","58.2844009","Masqat","19.8","23.5857066","58.3627465","Min-Al-Fahal","35.7",,"http://kom.om/","As Sib","12.7","23.64","58.51","68","4",,"Active","3017","4/24/2021 7:02","fergal hourigan","11/19/2021 9:06","fergal hourigan"
"Al Mazunah Free Zone","17.8376746","52.6501858","Middle East","Oman","Free Trade Zone","N/A","Public","Public Establishment for Industrial Estates - Madayn","The Royal Decree 56/2004, Royal Decree 103/2005","Salalah Airport","177","17.0387001","54.091301","Masqat","873.4","23.5857066","58.3627465","Salalah","174.7",,"https://www.almazunah.com/","Salalah","177.2","16.93874","53.99858","300","5",,"Active","3018","4/24/2021 7:02","fergal hourigan","11/19/2021 9:06","fergal hourigan"
"Salalah/Ṣalālah Free Zone","17.0521294","54.0423845","Middle East","Oman","Free Trade Zone","N/A","Public","Salalah Free Zone Company SAOC","The Royal Decree 56/2003, Royal Decree No. 62/2006","Salalah Airport","5.4","17.0387001","54.091301","Masqat","855.6","23.5857066","58.3627465","Salalah","13.5",,"https://www.sfzco.com/","Salalah","5.4","16.93874","53.99858","1848","6",,"Active","3019","4/24/2021 7:02","fergal hourigan","11/19/2021 9:06","fergal hourigan"
"Sohar Free Zone","24.5021893","56.5909479","Middle East","Oman","Free Trade Zone","N/A","Public-Private Partnership","SOHAR Industrial Port Company","The Royal Decree 56/2002, The Royal Decree 80/2002","Fujairah International Airport","73.1","25.1121998","56.3240013","Masqat","207","23.5857066","58.3627465","Sohar","20.4",,"https://soharportandfreezone.com/en","Al Hadhirah","21.3","24.37699","56.73828","4500","6",,"Active","3020","4/24/2021 7:02","fergal hourigan","11/19/2021 9:06","fergal hourigan"
"Khazaen Economic City","23.56791","57.797387","Middle East","Oman","Free Trade Zone","N/A","Public","Marafi, Khimji Ramdas and Al Madina Logistics Services","The Royal Decree 56/2003","Muscat International Airport","49.8","23.5932999","58.2844009","Masqat","57.7","23.5857066","58.3627465","Min-Al-Fahal","73.1",,"http://khazaen.om/","Al Madrah Sama’il","34.8","23.64","58.51","5100","6",,"Under Development","3021","4/24/2021 7:02","fergal hourigan","11/19/2021 9:06","fergal hourigan"
"Allama Iqbal Industrial City Special Economic Zone","31.6934908","73.2121379","South Asia","Pakistan","Charter City","N/A","Public","Faisalabad Industrial Estate and Management Company","Special Economic Zones Act, 2012","Faisalabad International Airport","42","31.3649998","72.9947968","Islamabad","223.4","33.7","73.1666","Nijniy Pyanj","744.4",,"http://cpec.gov.pk/project-details/56","Chiniot","22.2","37.19448","68.59812","1301.87","6",,"Under Development","3022","4/24/2021 7:02","fergal hourigan","11/19/2021 9:06","fergal hourigan"
"Bhalwal Industiral Estate","32.310726","72.896326","South Asia","Pakistan","Diversified Zone","N/A","Public","Punjab Industrial Estates Development & Management Company (PIEDMC)","Special Economic Zones Act, 2012","Faisalabad International Airport","105.7","31.3649998","72.9947968","Islamabad","156.7","33.7","73.1666","Nijniy Pyanj","670.7",,"https://pie.com.pk/bhalwal-industrial-estate","Sargodha","32.6","37.19448","68.59812","172.8","5",,"Active","3023","4/24/2021 7:02","fergal hourigan","11/19/2021 9:06","fergal hourigan"
"Bin Qasim Special Economic Zone","24.864786","67.369822","South Asia","Pakistan","Diversified Zone","N/A","Public","National Industrial Parks Development & Management Company (NIP)","Special Economic Zones Act, 2012","Jinnah International Airport","21.6","24.9065","67.160797","Islamabad","1,132.6","33.7","73.1666","Muhammad Bin Qasim","12",,"https://nip.com.pk/bin-qasim-indusrial-park/","Karachi","38.4","24.76282","67.33042","10117","7",,"Active","3024","4/24/2021 7:02","fergal hourigan","11/19/2021 9:06","fergal hourigan"
"Bostan Special Economic Zone Balochistan","30.4327602","67.0025222","South Asia","Pakistan","Diversified Zone","N/A","Public","Planning & Development Department, Government of Balochistan","Special Economic Zones Act, 2012","Quetta International Airport","21.1","30.2514","66.9377976","Islamabad","685.7","33.7","73.1666","Pasni","671.7",,"http://cpec.gov.pk/project-details/55","Quetta","23.8","25.26461","63.47828","404.68","5",,"Under Development","3025","4/24/2021 7:02","fergal hourigan","11/19/2021 9:06","fergal hourigan"
"China Special Economic Zone Dhabeji","24.825638","67.468235","South Asia","Pakistan","Diversified Zone","N/A","Public-Private Partnership","Sindh Economic Zones Management Company (SEZMC)","Special Economic Zones Act, 2012","Jinnah International Airport","32.3","24.9065","67.160797","Islamabad","1,131.8","33.7","73.1666","Muhammad Bin Qasim","15.6","https://www.thenews.com.pk/print/689636-sindh-transfers-land-possession-of-dhabeji-special-economic-zone","http://cpec.gov.pk/project-details/54","Karachi","48.6","24.76282","67.33042","619.1","5",,"Under Development","3026","4/24/2021 7:02","fergal hourigan","11/19/2021 9:06","fergal hourigan"
"Hattar Special Economic Zone","33.8865633","72.8431424","South Asia","Pakistan","Diversified Zone","N/A","Public","Khyber Pakhtunkhwa Economic Zones Development and Management Company (KPEZDMC)","Special Economic Zones Act, 2012","Benazir Bhutto International Airport","38.3","33.6166992","73.0991974","Islamabad","36.4","33.7","73.1666","Nijniy Pyanj","532.3",,"https://invest.gov.pk/sites/default/files/2020-09/Hattar.pdf","Rawalpindi","36.7","37.19448","68.59812","178.06","5",,"Under Development","3027","4/24/2021 7:02","fergal hourigan","11/19/2021 9:06","fergal hourigan"
"Hub Special Economic Zone","25.0140405","66.7824642","South Asia","Pakistan","Diversified Zone","N/A","Public","Planning & Development Department, Governmet of Balochistan","Special Economic Zones Act, 2012","Jinnah International Airport","40","24.9065","67.160797","Islamabad","1,147.7","33.7","73.1666","Karachi","28.2",,"https://tribune.com.pk/story/2171064/uplift-work-hub-bostan-sezs-launched-july","Karachi","26.4","24.83424","66.97856","164.3","5",,"Under Development","3028","4/24/2021 7:02","fergal hourigan","11/19/2021 9:06","fergal hourigan"
"Islamabad Capital Territory Model Industrial Zone","33.6163723","72.8059139","South Asia","Pakistan","Diversified Zone","N/A","Public","National Industrial Parks Development & Management Company (NIP)","Special Economic Zones Act, 2012","New Islamabad International Airport","7.5","33.560713","72.851613","Islamabad","34.7","33.7","73.1666","Nijniy Pyanj","551.6",,"http://cpec.gov.pk/project-details/57","Rawalpindi","21.8","37.19448","68.59812","81","4",,"Under Development","3029","4/24/2021 7:02","fergal hourigan","11/19/2021 9:06","fergal hourigan"
"Khairpur Special Economic Zone","27.491533","68.682835","South Asia","Pakistan","Diversified Zone","N/A","Public","Special Economic Zones Management Company (SEZMC)","Special Economic Zones Act, 2012","Sukkur Airport","27.8","27.7220001","68.7917023","Islamabad","813.5","33.7","73.1666","Karachi","341.3","http://www.ksez.com.pk/project.html   http://www.ksez.com.pk/master_plan.html    http://www.ksez.com.pk/PDF/sro/KSEZ%20Approval%20of%20SEZ.pdf","http://www.ksez.com.pk/index.html","Sukkur","29.6","24.83424","66.97856","56.6","4",,"Active","3030","4/24/2021 7:02","fergal hourigan","11/19/2021 9:06","fergal hourigan"
"Korangi Creek Industrial Park","24.8014026","67.1012091","South Asia","Pakistan","Diversified Zone","N/A","Public","National Industrial Parks Development and Management Company","Special Economic Zones Act, 2012","Jinnah International Airport","13.2","24.9065","67.160797","Islamabad","1,151.9","33.7","73.1666","Karachi","12.9",,"https://nip.com.pk/korangi-creek-industrial-park-new/","Karachi","13.6","24.83424","66.97856","101.17","5",,"Active","3031","4/24/2021 7:02","fergal hourigan","11/19/2021 9:06","fergal hourigan"
"M-3 Industrial City","31.626868","73.184787","South Asia","Pakistan","Diversified Zone","N/A","Public","Faisalabad Industrial Estates Development & Management Company (FIEDMC)","Special Economic Zones Act, 2012","Faisalabad International Airport","34.3","31.3649998","72.9947968","Islamabad","230.8","33.7","73.1666","Nijniy Pyanj","749.1",,"https://invest.gov.pk/sez","Chiniot","22","37.19448","68.59812","1762.8","6",,"Active","3032","4/24/2021 7:02","fergal hourigan","11/19/2021 9:06","fergal hourigan"
"Mirpur Special Economic Zone","32.6687296","74.0992246","South Asia","Pakistan","Diversified Zone","N/A","Public","National Industrial Parks Development & Management Company (NIP)","Special Economic Zones Act, 2012","Sialkot Airport","28.9","32.5355568","74.3638916","Islamabad","144","33.7","73.1666","Nijniy Pyanj","711",,"http://cpec.gov.pk/project-details/59","Gujrat","10","37.19448","68.59812","436.2","5",,"Under Development","3033","4/24/2021 7:02","fergal hourigan","11/19/2021 9:06","fergal hourigan"
"Moqpondass Special Economic Zone Gilgit-Baltistan","35.7809719","72.9231208","South Asia","Pakistan","Diversified Zone","N/A","Public","Government of Gilgit-Baltistan","Special Economic Zones Act, 2012","Saidu Sharif Airport","119.5","34.8135986","72.3527985","Islamabad","232.7","33.7","73.1666","Nijniy Pyanj","417.8","https://theprint.in/world/pakistan-china-are-building-an-sez-in-poks-gilgit-baltistan-satellite-images-show/282413/  https://www.financialexpress.com/defence/pakistans-gilgit-baltistan-game-plan-playing-out-the-chinese-script/2092475/","http://cpec.gov.pk/project-details/67","Saidu Sharif","126","37.19448","68.59812","101.1","5",,"Under Development","3034","4/24/2021 7:02","fergal hourigan","11/19/2021 9:06","fergal hourigan"
"Rachna Industrial Park","31.610355","74.116386","South Asia","Pakistan","Diversified Zone","N/A","Public","National Industrial Parks Development & Management Company (NIP)","Special Economic Zones Act, 2012","Alama Iqbal International Airport","29","31.5216007","74.4036026","Islamabad","249.1","33.7","73.1666","Nijniy Pyanj","801.7",,"https://nip.com.pk/rachna-industrial-park/","Shekhupura","17.1","37.19448","68.59812","87","4",,"Under Development","3035","4/24/2021 7:02","fergal hourigan","11/19/2021 9:06","fergal hourigan"
"Rahim Yar Khan Industrial Estate","28.375169","70.183941","South Asia","Pakistan","Diversified Zone","N/A","Public","Punjab Industrial Estates Development & Management Company (PIEDMC)","Special Economic Zones Act, 2012","Shaikh Zaid Airport","9.4","28.3838997","70.2796021","Islamabad","657.4","33.7","73.1666","Karachi","507.1",,"https://pie.com.pk/rahim-yar-khan-industrial-estate","Saddiqabad","9.8","24.83424","66.97856","184.5","5",,"Active","3036","4/24/2021 7:02","fergal hourigan","11/19/2021 9:06","fergal hourigan"
"Rashakai Nowshehra Special Economic Zone","34.065609","72.146655","South Asia","Pakistan","Diversified Zone","N/A","Public","Khyber Pakhtunkhwa Economic Zones Development and Management Company (KPEZDMC)","Special Economic Zones Act, 2012","Peshawar International Airport","58.9","33.9939003","71.5146027","Islamabad","102.7","33.7","73.1666","Nijniy Pyanj","473.6","https://invest.gov.pk/sez","https://rashakai.com/","Mardan","17.9","37.19448","68.59812","404.6","5",,"Active","3037","4/24/2021 7:02","fergal hourigan","11/19/2021 9:06","fergal hourigan"
"Value Addition City","31.513834","73.268524","South Asia","Pakistan","Diversified Zone","N/A","Public","Faisalabad Industrial Estates Development & Management Company (FIEDMC)","Special Economic Zones Act, 2012","Faisalabad International Airport","30.8","31.3649998","72.9947968","Islamabad","243.6","33.7","73.1666","Nijniy Pyanj","764",,"https://rashakai.com/economic-zone/","Faisalabad","19","37.19448","68.59812","87","4",,"Active","3038","4/24/2021 7:02","fergal hourigan","11/19/2021 9:06","fergal hourigan"
"Vehari Industrial Estate","30.085812","72.286895","South Asia","Pakistan","Diversified Zone","N/A","Public","Punjab Industrial Estates Development & Management Company (PIEDMC)","Special Economic Zones Act, 2012","Bahawalpur Airport","98.8","29.3481007","71.7180023","Islamabad","410.8","33.7","73.1666","Karachi","785.1",,"https://pie.com.pk/vehari-industrial-estate","Bahawalpur","97.5","24.83424","66.97856","112","5",,"Active","3039","4/24/2021 7:02","fergal hourigan","11/19/2021 9:06","fergal hourigan"
"Al-Tuwairqi Steel Mill Export Processing Zone","24.8244581","67.3427667","South Asia","Pakistan","Export Processing Zone","N/A","Private","POSCO South Korea / Al-Tuwairqi Group of KSA","Export Processing Zones Authority Ordinance 1980 (IV of 1980);","Jinnah International Airport","20.5","24.9065","67.160797","Islamabad","1,137.9","33.7","73.1666","Muhammad Bin Qasim","7",,"https://epza.gov.pk/project/2350482-2/","Karachi","36","24.76282","67.33042","89.03","4",,"Active","3040","4/24/2021 7:02","fergal hourigan","11/19/2021 9:06","fergal hourigan"
"Duddar Export Processing Zone","26.0919603","66.8071707","South Asia","Pakistan","Export Processing Zone","N/A","Public-Private Partnership","Ministry PNR, Govt. of Balochistan / MCC HDM Company","Export Processing Zones Authority Ordinance 1980 (IV of 1980);","Sehwan Sharif Airport","100.3","26.4731007","67.7172012","Islamabad","1,045.4","33.7","73.1666","Karachi","141.1",,"https://epza.gov.pk/project/epz-duddar/","Karachi","137.3","24.83424","66.97856","607.02","5",,"Active","3041","4/24/2021 7:02","fergal hourigan","11/19/2021 9:06","fergal hourigan"
"Gujranwala Export Processing Zone","32.1582524","74.0245262","South Asia","Pakistan","Export Processing Zone","N/A","Public","Export Processing Zones Authority","Export Processing Zones Authority Ordinance 1980 (IV of 1980);","Sialkot Airport","52.8","32.5355568","74.3638916","Islamabad","189.4","33.7","73.1666","Nijniy Pyanj","748.8",,"https://epza.gov.pk/project/epz-gujranwala/","Gujranwala","15.1","37.19448","68.59812","45.72","4",,"Active","3042","4/24/2021 7:02","fergal hourigan","11/19/2021 9:06","fergal hourigan"
"Karachi Export Processing Zone","24.828379","67.2321134","South Asia","Pakistan","Export Processing Zone","N/A","Public","Export Processing Zones Authority","Export Processing Zones Authority Ordinance 1980 (IV of 1980);","Jinnah International Airport","11.3","24.9065","67.160797","Islamabad","1,142.9","33.7","73.1666","Muhammad Bin Qasim","12.3",,"https://epza.gov.pk/project/epz-karachi/","Karachi","24.9","24.76282","67.33042","85.38","4",,"Active","3043","4/24/2021 7:02","fergal hourigan","11/19/2021 9:06","fergal hourigan"
"Industrial Park Pakistan Steel Mills Port Qasim","24.821863","67.346405","South Asia","Pakistan","Export Processing Zone","N/A","Public","Federal Government & Port Qasim Authority","Special Economic Zones Act, 2012","Jinnah International Airport","21","24.9065","67.160797","Islamabad","1,138","33.7","73.1666","Muhammad Bin Qasim","6.8",,"http://cpec.gov.pk/project-details/58","Karachi","36.4","24.76282","67.33042","607","5",,"Under Development","3044","4/24/2021 7:02","fergal hourigan","11/19/2021 9:06","fergal hourigan"
"Risalpur Export Processing Zone","24.8268085","67.2423767","South Asia","Pakistan","Export Processing Zone","N/A","Public","Export Processing Zones Authority","Export Processing Zones Authority Ordinance 1980 (IV of 1980);","Jinnah International Airport","12.1","24.9065","67.160797","Islamabad","1,142.5","33.7","73.1666","Muhammad Bin Qasim","11.4",,"https://epza.gov.pk/project/epz-risalpur/","Karachi","25.9","24.76282","67.33042","37.23","4",,"Active","3045","4/24/2021 7:02","fergal hourigan","11/19/2021 9:06","fergal hourigan"
"Saindak Export Processing Zone","29.2665427","61.5632575","South Asia","Pakistan","Export Processing Zone","N/A","Public-Private Partnership","Federal Ministry of Petroleum & Natural Resources, Govt. of Balochistan, M/s. MRDL /MCC of China/ MSL / EPZA","Export Processing Zones Authority Ordinance 1980 (IV of 1980);","Zahedan International Airport","67.9","29.4757004","60.9062004","Islamabad","1,206.1","33.7","73.1666","Jask","549",,"https://epza.gov.pk/project/epz-saindak/","Zahedan","75.7","25.65083","57.7827","519.6","5",,"Active","3046","4/24/2021 7:02","fergal hourigan","11/19/2021 9:06","fergal hourigan"
"Sialkot Export Processing Zone","32.4772579","74.3220068","South Asia","Pakistan","Export Processing Zone","N/A","Public","Export Processing Zones Authority","Export Processing Zones Authority Ordinance 1980 (IV of 1980);","Sialkot Airport","7.6","32.5355568","74.3638916","Islamabad","173.6","33.7","73.1666","Nijniy Pyanj","740.8",,"https://epza.gov.pk/project/sialkot-epz/","Sialkot City","22.8","37.19448","68.59812","96.31","4",,"Active","3047","4/24/2021 7:02","fergal hourigan","11/19/2021 9:06","fergal hourigan"
"Gwadar Free Zone","25.108208","62.336345","South Asia","Pakistan","Free Trade Zone","N/A","Public","GPA, GIEDA, and EPZA","Special Economic Zones Act, 2012; CPEC Memorandum of Understanding","Gwadar International Airport","13.9","25.2332993","62.3294983","Islamabad","1,418.8","33.7","73.1666","Gwadar","0.6",,"http://cpec.gov.pk/project-details/36","Gwadar","3.5","25.11326","62.33435","922","5",,"Under Development","3048","4/24/2021 7:02","fergal hourigan","11/19/2021 9:06","fergal hourigan"
"Naushehro Feroze Industrial Park","26.845734","68.125247","South Asia","Pakistan","Specialized Zone","Agriculture","Public","National Industrial Parks Development & Management Company (NIP)","Special Economic Zones Act, 2012","Sehwan Sharif Airport","58","26.4731007","67.7172012","Islamabad","903.6","33.7","73.1666","Karachi","251.7",,"https://nip.com.pk/naushehro-feroze-industrial-park/","Nawabshah","72.2","24.83424","66.97856","32.3","4",,"Under Development","3049","4/24/2021 7:02","fergal hourigan","11/19/2021 9:06","fergal hourigan"
"Mohmand Marble City","34.17592","71.398718","South Asia","Pakistan","Specialized Zone","Manufacturing","Public","Pakistan Stone Development Company Islamabad (PASDEC)","Special Economic Zones Act, 2012","Peshawar International Airport","22.9","33.9939003","71.5146027","Islamabad","171.7","33.7","73.1666","Nijniy Pyanj","420.7","http://cpec.gov.pk/project-details/60   https://www.pide.org.pk/psde/pdf/AGM34/papers/Ejaz-Gul.pdf","http://mohmandmarble.com/why-us/","Peshawar","22.8","37.19448","68.59812","141.6","5",,"Under Development","3050","4/24/2021 7:02","fergal hourigan","11/19/2021 9:06","fergal hourigan"
"Oil Village Rawalpindi Special Economic Zone","33.6049103","72.981027","South Asia","Pakistan","Specialized Zone","Energy","Public","Frontier Oil Company-1","Special Economic Zones Act, 2012","Benazir Bhutto International Airport","11","33.6166992","73.0991974","Islamabad","20.2","33.7","73.1666","Nijniy Pyanj","563.6",,"https://invest.gov.pk/sites/default/files/2020-09/Oil%20Village.pdf","Rawalpindi","5.5","37.19448","68.59812","40.4","4",,"Active","3051","4/24/2021 7:02","fergal hourigan","11/19/2021 9:06","fergal hourigan"
